,date,url
175,2013/10/03,https://winthroptranscript.com/2013/10/03/police-blotter/
176,2013/10/11,https://winthroptranscript.com/2013/10/11/police-blotter/
177,2013/10/25,https://winthroptranscript.com/2013/10/25/police-blotter/
178,2013/10/30,https://winthroptranscript.com/2013/10/30/police-blotter/
179,2013/11/07,https://winthroptranscript.com/2013/11/07/police-blotter/
180,2013/11/14,https://winthroptranscript.com/2013/11/14/police-blotter/
181,2013/11/21,https://winthroptranscript.com/2013/11/21/police-blotter/
182,2013/11/27,https://winthroptranscript.com/2013/11/27/police-blotter/
183,2013/12/05,https://winthroptranscript.com/2013/12/05/police-blotter/
184,2013/12/12,https://winthroptranscript.com/2013/12/12/police-blotter/
185,2013/12/20,https://winthroptranscript.com/2013/12/20/police-blotter/
186,2013/12/24,https://winthroptranscript.com/2013/12/24/police-blotter/
187,2013/12/31,https://winthroptranscript.com/2013/12/31/police-blotter/
188,2014/01/09,https://winthroptranscript.com/2014/01/09/police-blotter/
189,2014/01/16,https://winthroptranscript.com/2014/01/16/police-blotter/
190,2014/01/23,https://winthroptranscript.com/2014/01/23/police-blotter/
191,2014/01/30,https://winthroptranscript.com/2014/01/30/police-blotter/
192,2014/02/07,https://winthroptranscript.com/2014/02/07/police-blotter/
193,2014/02/17,https://winthroptranscript.com/2014/02/17/police-blotter/
194,2014/02/21,https://winthroptranscript.com/2014/02/21/police-blotter/
195,2014/02/27,https://winthroptranscript.com/2014/02/27/police-blotter/
196,2014/03/05,https://winthroptranscript.com/2014/03/05/police-blotter/
197,2014/03/13,https://winthroptranscript.com/2014/03/13/police-blotter/
198,2014/03/19,https://winthroptranscript.com/2014/03/19/police-blotter/
199,2014/04/03,https://winthroptranscript.com/2014/04/03/police-blotter/
200,2014/04/09,https://winthroptranscript.com/2014/04/09/police-blotter/
201,2014/04/17,https://winthroptranscript.com/2014/04/17/police-blotter/
202,2014/04/28,https://winthroptranscript.com/2014/04/28/police-blotter/
203,2014/04/30,https://winthroptranscript.com/2014/04/30/police-blotter/
204,2014/05/08,https://winthroptranscript.com/2014/05/08/police-blotter/
205,2014/05/15,https://winthroptranscript.com/2014/05/15/police-blotter/
206,2014/05/28,https://winthroptranscript.com/2014/05/28/police-blotter/
207,2014/06/04,https://winthroptranscript.com/2014/06/04/police-blotter/
208,2014/06/12,https://winthroptranscript.com/2014/06/12/police-blotter/
209,2014/06/19,https://winthroptranscript.com/2014/06/19/police-blotter/
210,2014/07/12,https://winthroptranscript.com/2014/07/12/police-blotter/
211,2014/07/21,https://winthroptranscript.com/2014/07/21/police-blotter/
212,2014/08/02,https://winthroptranscript.com/2014/08/02/police-blotter/
213,2014/08/09,https://winthroptranscript.com/2014/08/09/police-blotter/
214,2014/08/14,https://winthroptranscript.com/2014/08/14/police-blotter/
215,2014/08/25,https://winthroptranscript.com/2014/08/25/police-blotter/
